importer,exporter,rank,total_import_usd
SEOJIN VIET NAM LIMITED COMPANY,JRL INTERNATIONAL LIMITED,12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"KUNSHAN U-PAC PACKAGING CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"LECI ELECTRONICS CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,LX ELECTRONICS (HK) LIMITED,12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"MAR-BAL INDUSTRIAL COMPONENTS (SHANGHAI) CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"MOACE TECH (SHENZHEN)CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"NANGUAN AUTO PARTS (FOSHAN) CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"NANGUAN AUTO PARTS (FOSHAN) CO.,LTD.",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"NANJING HEBEN M&E EQUIPMENT TECHNOLOGY CO., LTD.",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,NIEN-YI INDUSTRIAL (HK) LIMITED,12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"NINGBO GUANGLONG DEVELOPMENT ELECTRON CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"NINGBO KISTON PRECISION MACHINERY CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"NINGBO OKAIL ELECTRIC CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"NINGBO ZHISHANG SPECIAL FASTENERS CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"NINGBO ZHUOSHENG AO ELECTRONIC TECHNOLOGY CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"NORYE INTERNATIONAL CO., LIMITED",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,PROFIT STATE INTERNATIONAL LIMITED,12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,PRONOLOGY SERVICES INC.,12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"QINGDAO CHICHENG ELECTRICAL TECHNOLOGY CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,QUIKSOL INTERNATIONAL HK PTE LIMITED,12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,RADIALL ELECTRONICS (ASIA) LTD,12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"ROSENBERGER ASIA PACIFIC ELECTRONIC CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SEOJIN ELECTRONICS SYSTEM(SHENZHEN) CO., LTD.",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHANDONG DINGCHUANG CNC EQUIPMENT CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHANDONG HAOXUAN IRON&STEEL CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHANGHAI ALLIED INDUSTRIAL CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHANGHAI CHANGYI IMPORT AND EXPORT CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHANGHAI KUNI INDUSTRIAL CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHANGHAI LIZHUANG TECHNOLOGY DEVELOPMENT CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHANGHAI UPUN ELECTRIC GROUP CO., LTD.",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHANGHAI WE PACK CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHANGHAI WEYER ELECTRIC CO., LTD.",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHANGHAI XINYAN INDUSTRIAL EQUIMENT CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHANGHAI YANNAN AUTO. PARTS. CO., LTD.",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHANGHAI YONGLI BELTING TECHNOLOGY CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHARPMAX INTERNATIONAL(HONGKONG) CO., LIMITED",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHENZHEN CHANGJIANG CONNECTORS CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHENZHEN CITY WANZHIDA MOTOR MANUFACTURE CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHENZHEN ENVICOOL TECHNOLOGY CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHENZHEN ENVICOOL TECHNOLOGY CO., LTD.",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHENZHEN ESUN FOISON MACHINERY CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHENZHEN SMT ELECTRONICS TECHNOLOGY CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHENZHEN TOP-TEK TECHNOLOGY CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHENZHEN VIIP ELECTRONICS CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHENZHEN WOER HEAT-SHRINKABLE MATERIAL CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHOUGUANG ESEN WOOD CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SHURTAPE TECHNOLOGIES (CHANGSHU) CO.,LTD.",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SINMAR (HONGKONG) ELECTRONIC CO., LTD.",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"ST GLOBAL (SUZHOU) CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"ST GLOBAL  (SUZHOU) CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SUZHOU BILATERAL IMPORT&EXPORT CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SUZHOU CHEERSSON PRECISION METAL FORMING CO., LTD.",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SUZHOU CHUNXING PRECISION MECHANICAL CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SUZHOU INDUSTRIAL PARK XINKAI PRECISION FASTENERS CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SUZHOU MEET PRECISION TECHNOLOGY CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"SUZHOU XINTIANXIN HIGH PRECISION MECHANICAL CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"TAIZHOU JIEERFEI IMPORT & EXPORT CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"TIANJIN TIANFU XINYUAN STEEL TRADE CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"TIANJIN YUANTAI DERUN INTERNATIONAL TRADE CO.,LTD.",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,TRAEGER SHANG HAI,12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"TRUSIT WIN DEVELOPMENT CO., LTD.",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,TXGA LLC,12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"VICOSION (XIAMEN) ELECTRONIC TECHNOLOGY CO, LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"WEDEN TRADING CO. , LIMITED",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,WING TECHNOLOGY (H.K) LIMITED,12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"WUXI ORIENTAL DENUO INTERNATIONAL TRADING CO., LTD.",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,WUXI ZSD CO.LTD,12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"XI'AN SINOFUSE ELECTRIC CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"XIAMEN FINEWE INDUSTRY CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"XIAMEN FINEWE INDUSTRY CO., LTD.",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"XIAMEN XINGKAICHI INDUSTRY & TRADE CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"XIAMEN XINSHENGXIN TRADING CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"XRY(HK) TECHNOLOGY CO., LIMITED",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"XRY(HK)TECHNOLOGY CO., LIMITED",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"YANGZHOU ANCHOR LASER TECHNOLOGY CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"YUANJING POWER CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"YUEQING CITY DUWAI ELECTRIC CO.,LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"ZHEJIANG BLACKANDGOLD ENGINEERING CO.,LTD.",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"ZHEJIANG SILVER ENGINEER MACHINERY CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"ZHENCHANG INDUSTRIAL CO., LIMITED",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"ZHONGSHAN MOCAP INDUSTRY CO., LTD",12.0,1094134137.423084
SEOJIN VIET NAM LIMITED COMPANY,"ZHUCHENG SINGWOOD FURNISHINGS CO.,LTD",12.0,1094134137.423084
VIET NGHI TRADING SERVICE COMPANY LIMITED,AMPEREX TECHNOLOGY LIMITED,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"AMPHENOL MOBILE CONNECTOR SOLUTIONS (CHANGZHOU) CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"AMPHENOL MOBILE CONNECTOR SOLUTIONS (CHANGZHOU) CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,ASAHI GROUP CO. LTD,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"ASIA VITAL COMPONENTS CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,AT&S ASIA PACIFIC LIMITED,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"AUSP (SUZHOU) PRECISION ELECTRONIC CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"AUSP (SUZHOU) PRECISION ELECTRONIC CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"AUSP(DONGGUAN) PRECISION ELECTRONIC CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"AUSP(SUZHOU) PRECISION ELECTRONIC CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"AUSP(SUZHOU)PRECISION ELECTRONIC CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"AVNET ASIA PTE LTD.,TAIWAN BRANCH",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"AVNET ASIA PTE LTD.,TAIWAN BRANCHLTD. )",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"BEIJING EAST PROGRESS-FOREVER TECHNOLOGY DEVELOPMENT CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,BIEL CRYSTAL (HK) MANUFACTORY LIMITED,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,BOJAY ELECTRONICS (HONG KONG) COMPANY LIMITED,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,BOJAY ELECTRONICS (HONGKONG)COMPANY LIMITED,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,BRADY (SHENZHEN) CO.LTD,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"BRADY PRINTING (SHENZHEN) CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"BRADY PRINTING(SHENZHEN)CO.,LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"BRADY TECHNOLOGY (WUXI) CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CABLETECH ELECTRONICS INTERNATIONAL CO.,LIMITED",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,CABLETECH ELECTRONICS TECHNOLOGY,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CCL DESIGN (SUZHOU) CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHANGSHU HONGBO TELECOMMUNICATION TECHNOLOGY CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,CHANGSHU JUNHUI PRECISION ELECTRONICS FACTORY,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,CHENG YUYU,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHENGDU INNOREV INDUSTRIAL CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHENGDU JIANCHANG AUTOMATION EQUIPMENT CO.,LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHENGDU STRONG TECH CO.,LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,CHENGDUMENTORMEDIACOLTD,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,CHITWING MOULDING INDUSTRY (HK) LIMITED,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHONGQING BINGRONG PRECISION ELECTRONIC CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHONGQING BINGRONG PRECISION ELECTRONICS CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHONGQING BINGRONG PRECISION MANUFACTURING CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHONGQING BOCHUN TECHNOLOGY CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHONGQING BOCHUN TECHNOLOGY CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHONGQING BOE DISPLAY TECHNOLOGY CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHONGQING BOE DISPLAY TECHNOLOGY CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHONGQING LICHANG COLOR PRINTING AND PACKING CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHONGQING QIMAGE PHOTOELECTRIC CO.,LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHONGQING SI YUXING ELECTRONIC MATERIALS CO.,LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHONGQING SITAIKE SCIENCE AND TECHNOLOGY CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,CHONGQING TONGLIANG DISTRICT SHANGHAI SINO HARDWARE ELECTRONICS CO.LTD,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHONGQING TOP BEST INSULANT MATERIALS CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,CHONGQING U-RIGHT ELECTRONICS CO.LTD,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,CHU XIWANG,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CHUNHE (SHENZHEN) AUTOMATION TECHNOLOGY CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CLEVER ELECTRONICS TECHNOLOGY CO.,LIMITED",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"COMPAL DISPLAY ELECTRONICS (KUNSHAN) CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"COMPAL ELECTRONICS (CHENGDU) CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"COMPAL ELECTRONICS TECHNOLOGY (KUNSHAN) CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"COMPAL ELECTRONICS, INC.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"COMPAL ELECTRONICS, INC.  factroy",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"COMPAL ELECTRONICS, INC.  l.td)",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"COMPAL ELECTRONICS, INC. .INC",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"COMPAL ELECTRONICS, INC.Company ltd.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"COMPAL ELECTRONICS, INC.Factor y",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"COMPAL ELECTRONICS, INC.LTD. )",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"COMPAL ELECTRONICS, INC.factoyr  ..",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"COMPAL INFORMATION TECHNOLOGY (KUNSHAN) CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"COMPAL INFORMATION TECHNOLOGY (KUNSHAN) CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"COXON INDUSTRY (CHANGSHU) CO.,LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CYMMETRIK (SHENZHEN) PRINTING CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"CYMMETRIK SHENZHEN PRINTING CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,DELTON TECHNOLOGY INTERNATIONAL LIMITED,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"DONG GUAN ALLEGRO INTELLIGENT TECHNOLOGY CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"DONG GUAN ALLEGRO INTELLIGENT TECHNOLOGY CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,DONG GUAN ALLEGRO INTELLIGENT TECHNOLOGY LIMITED,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"DONGGUAN AOHAI TECHNOLOGY CO.,LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"DONGGUAN FAST PRECISION TECHNOLOGY CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"DONGGUAN GRANDS PRECISION MANUFACTURE CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"DONGGUAN GRANDS PRECISION MANUFACTURE CO.,LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,DONGGUAN HUAYU PRECISION TECHNOIOGY CO.LTD.,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,DONGGUAN KAICHENG ECO-TECH COMPANY LIMITED,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"DONGGUAN WORLD PRECISION MANUFACTURE CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"DYNAMIC ELECTRONICS(KUNSHAN) CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"E-POWER ELECTRONICS (KUN SHAN) CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"EAPUS TECHNOLOGY (KUNSHAN) CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"EASTERN PIONEER MATERIAL TECHNOLOGY (SUZHOU) CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"ELECTRIC CONNECTOR TECHNOLOGY CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"ELECTRIC CONNECTOR TECHNOLOGY CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"FABRI-TECH COMPONENTS (SUZHOU) CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"FABRI-TECH COMPONENTS(SUZHOU)CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,FIH (HONG KONG) LIMITED,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"FOCUSIGHT TECHNOLOGY(JIANGSU)CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"FORGE INTERNATIONAL CO.,LIMTED",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"FOXCONN TECHNOLOGY CO.,LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,GARUDA INTERNATIONAL LIMITED,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"GKG PRECISION MACHINE CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"GKG PRECISION MACHINE CO.,LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,GOERTEK INC,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,GOERTEK INC.,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,GOERTEK INC.  factroy,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,GOERTEK INC.  l.td),13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,GOERTEK INC.  （ltd.),13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,GOERTEK INC. .INC,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,GOERTEK INC.Company ltd.,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,GOERTEK INC.Factor y,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,GOERTEK INC.LTD. ),13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,GOERTEK INC.Lmtid.,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,GOERTEK INC.factoyr  ..,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,GOERTEK INC.factry .,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,GOLD CIRCUIT ELECTRONICS LTD.,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"GUANGDONG GREEN PRECISION COMPONENTS CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"GUANGDONG VIIYONG ELECTRONIC TECHNOLOGY CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"GUANGDONG WORLD PRECISION TECHNOLOGY CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,GUANGZHOU TKTOP CORP.,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"GUANGZHOU VEFAST AUTOMATION EQUIPMENT CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,GUANXI PRECISION HARDWARE CO LTD,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"HAMA NAKA MOTOGAWA METAL PRODUCT(KUNSHAN)CO ., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"HAN'S LASER TECHNOLOGY INDUSTRY GROUP CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"HANYANG PRECISION ELECTRONICS CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"HEFEI CHYANG YEOU TECHNOLOGY CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"HEFEI JINGSHEN PRECISION TECHNOLOGY CO., LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"HERUNXING PRECISION COMPONENTS CO.,LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,HOLY,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"HONG KONG HIGHPOWER INTERNATIONAL CO., LIMITED.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"HONG KONG SATORI CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,HONGKONG SUNWAY COMMUNICATION LIMITED,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,HOSONIC INTERNATIONAL LIMITED,13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"HUAYAN INTERNATIONAL (HONG KONG) CO., LIMITED",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"HUIZHOU BYD ELECTRONIC CO,. LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"HUIZHOU BYD ELECTRONIC CO., LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"HUIZHOU GALAXIA TRADING CO.,LTD",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"HUIZHOU WINONE PRECISION TECHNOLOGY CO.,LTD.",13.0,1003103885.813405
VIET NGHI TRADING SERVICE COMPANY LIMITED,"HUIZHOU YINGWANG PRECISION TECHNOLOGY CO., LTD",13.0,1003103885.813405
